quarter,ticker,company_name,exchange,sector,industry,is_vn30,close_price,quarter_return,return_1m,return_3m,return_6m,rsi14,volatility_63d,volume_avg,trading_value_avg,technical_score,fundamental_score,valuation_score,liquidity_score,risk_score,total_signal_score,signal_class,risk_level,base_total_signal_score,base_signal_class,vn30_return,vnindex_return,relative_strength_vs_vnindex,relative_strength_vs_vn30,relative_strength_score
2026Q2,TPB,TPBank,HOSE,Banking,Commercial Bank,1,16.6,1.53,5.73,4.08,-4.05,67.57,20.3,10089495.16,162730690.65,65,50,50,33.33,90.0,52.25,Neutral,Low Risk,56.0,Neutral,7.19,9.22,-7.69,-5.66,20
2026Q2,HCM,HSC Securities,HOSE,Securities,Brokerage,1,27.2,15.74,0.18,21.97,18.73,44.0,30.62,9661203.23,259733089.92,60,50,50,46.67,33.33,53.33,Neutral,Medium Risk,50.83,Neutral,7.19,9.22,6.52,8.55,80
2026Q2,VPB,VPBank,HOSE,Banking,Commercial Bank,1,27.0,2.54,0.19,5.3,-5.23,70.21,25.59,13619551.9,365465186.26,40,50,50,66.67,63.33,48.33,Weak Signal,Medium Risk,50.83,Neutral,7.19,9.22,-6.68,-4.65,20
2026Q2,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,33.5,11.04,3.55,12.15,-2.81,75.25,26.55,12082752.55,387110238.56,40,50,50,70.0,53.33,51.83,Neutral,Medium Risk,50.33,Neutral,7.19,9.22,1.82,3.85,60
2026Q2,SSI,SSI Securities,HOSE,Securities,Brokerage,1,26.75,-4.12,-2.55,0.75,-14.94,52.7,25.73,17971506.45,499813940.73,30,50,50,86.67,56.67,48.17,Weak Signal,Medium Risk,50.17,Neutral,7.19,9.22,-13.34,-11.31,20
2026Q2,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,25.2,-4.91,0.4,-2.14,-0.2,63.89,17.03,14263500.0,365364099.35,25,50,50,63.33,96.67,47.42,Weak Signal,Low Risk,49.17,Weak Signal,7.19,9.22,-14.13,-12.1,20
2026Q2,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,139.5,8.66,6.06,15.44,-11.97,49.27,35.65,1200722.9,161827554.0,60,50,50,30.0,26.67,46.17,Weak Signal,High Risk,47.67,Weak Signal,7.19,9.22,-0.56,1.47,40
2026Q2,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,23.3,-3.88,-3.12,-2.96,-2.96,45.71,20.97,26182489.32,639611394.72,0,50,50,90.0,86.67,44.17,Weak Signal,Low Risk,44.67,Weak Signal,7.19,9.22,-13.1,-11.07,20
2026Q2,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,72.1,-6.24,-3.48,-3.61,-5.13,51.92,21.4,4646687.1,356313445.0,15,50,50,60.0,83.33,43.08,Weak Signal,Medium Risk,44.33,Weak Signal,7.19,9.22,-15.46,-13.43,20
2026Q2,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,33.95,-2.3,-1.74,-0.29,-3.41,57.89,18.53,7798853.23,271611718.31,15,50,50,50.0,93.33,42.58,Weak Signal,Low Risk,43.83,Weak Signal,7.19,9.22,-11.52,-9.49,20
2026Q2,FPT,FPT Corporation,HOSE,Technology,IT Services,1,70.2,-5.49,-3.7,-3.82,-24.05,15.52,28.45,9647093.74,708058382.97,0,50,50,93.33,40.0,40.0,Weak Signal,Medium Risk,40.5,Weak Signal,7.19,9.22,-14.71,-12.68,20
2026Q2,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,78.1,-5.22,-1.26,-3.34,-8.12,49.62,30.59,5344193.55,433626085.16,0,50,50,83.33,36.67,38.17,Weak Signal,Medium Risk,38.67,Weak Signal,7.19,9.22,-14.44,-12.41,20
2026Q2,VNM,Vinamilk,HOSE,Consumer,Dairy,1,54.8,-7.68,-4.25,-6.61,-10.46,25.49,13.68,3368040.79,195953999.7,0,50,50,40.0,100.0,38.0,Weak Signal,Low Risk,38.5,Weak Signal,7.19,9.22,-16.9,-14.87,20
2026Q2,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,32.8,0.92,-6.42,-0.91,23.31,41.48,40.69,3268300.0,113679079.27,35,50,50,16.67,20.0,35.25,Weak Signal,High Risk,37.5,Weak Signal,7.19,9.22,-8.3,-6.27,20
2026Q2,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,24.35,-10.97,-1.42,-6.88,-4.55,61.64,27.78,7332937.42,189957661.53,15,50,50,36.67,46.67,35.92,Weak Signal,Medium Risk,37.17,Weak Signal,7.19,9.22,-20.19,-18.16,20
2026Q2,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,28.5,7.1,-5.41,15.06,-10.57,49.22,52.43,7286074.11,218998597.89,15,50,50,43.33,6.67,34.92,Risk Alert,High Risk,34.17,Risk Alert,7.19,9.22,-2.12,-0.09,40
2026Q2,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,21.6,-18.49,-4.64,-17.08,-34.84,19.4,22.6,4264703.23,102484048.39,0,50,50,13.33,73.33,31.33,Risk Alert,Medium Risk,31.83,Risk Alert,7.19,9.22,-27.71,-25.68,20
2026Q2,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,36.95,-9.21,-7.04,-10.75,4.67,22.32,46.35,3794743.55,152805553.55,15,50,50,23.33,13.33,30.58,Risk Alert,High Risk,31.83,Risk Alert,7.19,9.22,-18.43,-16.4,20
2026Q2,GAS,PV Gas,HOSE,Energy,Gas,1,77.4,-3.25,-8.08,-4.21,18.53,33.33,44.14,1751404.84,143797562.74,15,50,50,20.0,16.67,30.42,Risk Alert,High Risk,31.67,Risk Alert,7.19,9.22,-12.47,-10.44,20
2026Q2,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,63.0,-13.54,-4.26,-12.5,1.61,46.43,33.09,1019488.58,69506953.55,15,50,50,10.0,30.0,30.25,Risk Alert,High Risk,31.5,Risk Alert,7.19,9.22,-22.76,-20.73,20
2026Q2,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,52.4,-3.14,-4.2,-2.24,-13.89,47.54,24.84,426435.48,23186684.68,0,50,50,3.33,66.67,29.17,Risk Alert,Medium Risk,29.67,Risk Alert,7.19,9.22,-12.36,-10.33,20
2026Q3,MBB,Military Bank,HOSE,Banking,Commercial Bank,1,26.0,0.97,5.48,1.56,4.0,63.64,16.94,15055316.67,387044712.5,90,50,50,73.33,96.67,69.17,Positive Signal,Low Risk,70.17,Positive Signal,-0.74,-0.72,1.69,1.71,60
2026Q3,TCB,Techcombank,HOSE,Banking,Commercial Bank,1,33.75,-1.6,9.22,20.06,0.33,73.83,25.88,12245466.67,414597793.33,85,50,50,83.33,53.33,63.08,Neutral,Medium Risk,65.83,Positive Signal,-0.74,-0.72,-0.88,-0.86,40
2026Q3,VHM,Vinhomes,HOSE,Real Estate,Residential Real Estate,1,150.0,0.87,6.69,35.45,32.57,62.8,54.72,3864807.5,585277392.98,90,50,50,100.0,3.33,63.83,Neutral,High Risk,64.83,Neutral,-0.74,-0.72,1.59,1.61,60
2026Q3,VIC,Vingroup,HOSE,Real Estate,Conglomerate / Real Estate,1,220.7,1.66,14.23,53.91,35.4,64.25,48.76,2394416.67,526679938.33,90,50,50,93.33,10.0,63.5,Neutral,High Risk,64.5,Neutral,-0.74,-0.72,2.38,2.4,60
2026Q3,POW,PV Power,HOSE,Utilities,Power Generation,1,14.7,0.68,7.69,17.6,14.84,59.26,27.79,12175150.0,179842890.0,100,50,50,40.0,43.33,61.33,Neutral,Medium Risk,62.83,Neutral,-0.74,-0.72,1.4,1.42,60
2026Q3,ACB,ACB,HOSE,Banking,Commercial Bank,1,22.7,0.22,-0.57,13.56,9.34,55.56,25.79,10788850.0,243393123.33,80,50,50,56.67,56.67,60.17,Neutral,Medium Risk,60.67,Neutral,-0.74,-0.72,0.94,0.96,60
2026Q3,HDB,HDBank,HOSE,Banking,Commercial Bank,1,27.55,3.57,9.76,9.76,-1.43,86.36,23.18,14727366.67,399086947.5,60,50,50,80.0,76.67,60.67,Neutral,Medium Risk,60.17,Neutral,-0.74,-0.72,4.29,4.31,60
2026Q3,VPB,VPBank,HOSE,Banking,Commercial Bank,1,27.75,0.18,7.14,8.44,-1.6,71.43,24.95,15017183.33,415577287.5,60,50,50,86.67,63.33,60.33,Neutral,Medium Risk,59.83,Neutral,-0.74,-0.72,0.9,0.92,60
2026Q3,TPB,TPBank,HOSE,Banking,Commercial Bank,1,16.3,-2.69,1.88,3.49,-4.96,52.78,20.03,11058516.67,182281397.5,65,50,50,43.33,90.0,55.75,Neutral,Low Risk,57.5,Neutral,-0.74,-0.72,-1.97,-1.95,40
2026Q3,VCB,Vietcombank,HOSE,Banking,Commercial Bank,1,61.6,-2.22,0.16,6.21,7.5,50.0,22.3,3058433.33,189383771.67,55,50,50,46.67,80.0,52.75,Neutral,Medium Risk,54.0,Neutral,-0.74,-0.72,-1.5,-1.48,40
2026Q3,HCM,HSC Securities,HOSE,Securities,Brokerage,1,28.2,0.36,2.73,16.29,26.34,48.0,31.97,5814650.0,165553982.5,75,50,50,33.33,33.33,53.08,Neutral,High Risk,53.33,Neutral,-0.74,-0.72,1.08,1.1,60
2026Q3,CTG,VietinBank,HOSE,Banking,Commercial Bank,1,34.5,0.29,3.29,2.37,-3.23,61.22,18.07,7241533.33,248266190.0,40,50,50,60.0,93.33,54.33,Neutral,Low Risk,52.83,Neutral,-0.74,-0.72,1.01,1.03,60
2026Q3,STB,Sacombank,HOSE,Banking,Commercial Bank,1,70.9,-3.14,-1.53,14.91,18.17,50.0,37.58,2832416.67,203119880.0,65,50,50,50.0,26.67,50.42,Neutral,High Risk,52.17,Neutral,-0.74,-0.72,-2.42,-2.4,40
2026Q3,VJC,Vietjet Air,HOSE,Transportation,Airlines,1,138.9,-0.29,0.88,10.45,-12.08,51.48,32.59,883400.0,123645128.33,75,50,50,26.67,30.0,51.75,Neutral,High Risk,52.0,Neutral,-0.74,-0.72,0.43,0.45,60
2026Q3,BID,BIDV,HOSE,Banking,Commercial Bank,1,41.8,-2.9,1.58,6.09,6.09,42.4,26.86,3846233.33,162146440.83,60,50,50,30.0,50.0,48.5,Weak Signal,Medium Risk,50.0,Neutral,-0.74,-0.72,-2.18,-2.16,40
2026Q3,MWG,Mobile World,HOSE,Retail,Consumer Retail,1,78.8,-1.5,1.81,1.03,-10.96,50.37,30.45,4030400.0,318427116.67,40,50,50,66.67,36.67,47.67,Weak Signal,Medium Risk,48.17,Weak Signal,-0.74,-0.72,-0.78,-0.76,40
2026Q3,VCI,Vietcap Securities,HOSE,Securities,Brokerage,1,25.4,2.01,8.55,-6.62,-1.01,60.71,27.24,8751483.33,218997885.83,40,50,50,53.33,46.67,48.67,Weak Signal,Medium Risk,47.17,Weak Signal,-0.74,-0.72,2.73,2.75,60
2026Q3,SSI,SSI Securities,HOSE,Securities,Brokerage,1,27.2,0.0,2.64,-1.09,-11.11,45.59,24.64,16689483.33,452745118.33,10,50,50,90.0,70.0,49.0,Weak Signal,Medium Risk,46.0,Weak Signal,-0.74,-0.72,0.72,0.74,60
2026Q3,FPT,FPT Corporation,HOSE,Technology,IT Services,1,72.1,-1.1,-2.17,-1.22,-24.26,53.33,29.54,7885083.33,573209808.33,15,50,50,96.67,40.0,46.25,Weak Signal,Medium Risk,45.5,Weak Signal,-0.74,-0.72,-0.38,-0.36,40
2026Q3,SAB,Sabeco,HOSE,Consumer,Beverage,1,47.2,-2.38,0.11,7.15,-0.78,39.13,25.1,595216.67,28406960.0,45,50,50,6.67,60.0,42.25,Weak Signal,Medium Risk,43.0,Weak Signal,-0.74,-0.72,-1.66,-1.64,40
2026Q3,MSN,Masan Group,HOSE,Consumer,Consumer Goods,1,69.0,-4.83,-4.7,-8.12,-10.27,24.59,21.83,5561616.67,388603001.67,0,50,50,76.67,83.33,43.83,Weak Signal,Medium Risk,42.33,Weak Signal,-0.74,-0.72,-4.11,-4.09,40
2026Q3,HPG,Hoa Phat Group,HOSE,Steel,Steel,1,23.2,-1.07,-1.49,-3.05,-1.94,37.84,20.25,15313066.67,355878265.83,0,50,50,70.0,86.67,43.17,Weak Signal,Low Risk,41.67,Weak Signal,-0.74,-0.72,-0.35,-0.33,40
2026Q3,VNM,Vinamilk,HOSE,Consumer,Dairy,1,55.7,0.91,-1.33,-5.71,-6.92,33.86,13.31,3123203.17,172713773.82,0,50,50,36.67,100.0,41.5,Weak Signal,Low Risk,38.0,Weak Signal,-0.74,-0.72,1.63,1.65,60
2026Q3,PNJ,Phu Nhuan Jewelry,HOSE,Retail,Jewelry Retail,1,52.0,-17.07,-19.75,-22.0,-18.65,9.6,39.28,5185333.33,276077180.0,10,50,50,63.33,23.33,36.33,Weak Signal,High Risk,37.33,Weak Signal,-0.74,-0.72,-16.35,-16.33,20
2026Q3,KDH,Khang Dien House,HOSE,Real Estate,Residential Real Estate,1,21.0,-3.89,-11.39,-16.0,-33.33,22.22,23.23,3411183.33,72041568.33,0,50,50,13.33,73.33,33.33,Risk Alert,Medium Risk,31.83,Risk Alert,-0.74,-0.72,-3.17,-3.15,40
2026Q3,VRE,Vincom Retail,HOSE,Real Estate,Retail Real Estate,1,27.05,-4.42,-3.74,8.55,-14.61,35.45,50.19,3821217.0,105945750.02,15,50,50,23.33,6.67,31.92,Risk Alert,High Risk,31.17,Risk Alert,-0.74,-0.72,-3.7,-3.68,40
2026Q3,GVR,Vietnam Rubber Group,HOSE,Materials,Rubber / Industrial Materials,1,31.5,-4.98,-5.69,0.0,18.42,22.45,40.57,1673016.67,53486443.33,15,50,50,10.0,20.0,31.25,Risk Alert,High Risk,30.5,Risk Alert,-0.74,-0.72,-4.26,-4.24,40
2026Q3,BCM,Becamex IDC,HOSE,Industrial Parks,Industrial Real Estate,1,50.7,-3.98,-4.16,-4.7,-16.13,19.64,24.91,393200.0,20163110.0,0,50,50,3.33,66.67,31.17,Risk Alert,Medium Risk,29.67,Risk Alert,-0.74,-0.72,-3.26,-3.24,40
2026Q3,PLX,Petrolimex,HOSE,Energy,Petroleum Distribution,1,35.25,-5.87,-12.96,-8.68,-1.4,21.37,46.55,2084916.67,74540899.17,0,50,50,20.0,13.33,26.33,Risk Alert,High Risk,26.83,Risk Alert,-0.74,-0.72,-5.15,-5.13,20
2026Q3,GAS,PV Gas,HOSE,Energy,Gas,1,74.8,-4.1,-9.22,-3.23,-0.13,23.88,43.67,959466.67,72166515.0,0,50,50,16.67,16.67,28.17,Risk Alert,High Risk,26.67,Risk Alert,-0.74,-0.72,-3.38,-3.36,40
