quarter,selected_ticker,selected_company,selected_sector,selected_score,selected_signal_class,selected_risk_level,selected_quarter_return,selected_return_3m,peer_ticker,peer_company,peer_score,peer_signal_class,peer_risk_level,peer_quarter_return,peer_return_3m,score_gap,return_gap,opportunity_cost_level
2023Q3,STB,Sacombank,Banking,56.83,Neutral,High Risk,3.2,2.85,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,-4.5,-1.03,No Clear Opportunity Cost
2023Q3,STB,Sacombank,Banking,56.83,Neutral,High Risk,3.2,2.85,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,-6.0,1.16,No Clear Opportunity Cost
2023Q3,STB,Sacombank,Banking,56.83,Neutral,High Risk,3.2,2.85,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,-6.08,-3.75,No Clear Opportunity Cost
2023Q3,STB,Sacombank,Banking,56.83,Neutral,High Risk,3.2,2.85,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-9.91,-3.7,No Clear Opportunity Cost
2023Q3,STB,Sacombank,Banking,56.83,Neutral,High Risk,3.2,2.85,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-19.41,-0.53,No Clear Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,13.34,3.3,Moderate Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,13.09,5.3,Moderate Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,12.0,1.25,Moderate Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,6.0,-1.16,Low Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,3.17,-0.67,Low Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,1.5,-2.19,Low Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,-0.08,-4.91,No Clear Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-3.91,-4.86,No Clear Opportunity Cost
2023Q3,TCB,Techcombank,Banking,50.83,Neutral,Medium Risk,5.13,4.01,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-13.41,-1.69,No Clear Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,17.25,8.16,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,17.0,10.16,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,15.91,6.11,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,9.91,3.7,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,7.08,4.19,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,5.41,2.67,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,3.91,4.86,Moderate Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,3.83,-0.05,Low Opportunity Cost
2023Q3,TPB,TPBank,Banking,46.92,Weak Signal,Medium Risk,-1.68,-0.85,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-9.5,3.17,Moderate Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,10.17,3.97,Moderate Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,9.92,5.97,Moderate Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,8.83,1.92,Low Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,2.83,-0.49,Low Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,-1.67,-1.52,No Clear Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,-3.17,0.67,No Clear Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,-3.25,-4.24,No Clear Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-7.08,-4.19,No Clear Opportunity Cost
2023Q3,VCB,Vietcombank,Banking,54.0,Neutral,Low Risk,3.34,3.34,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-16.58,-1.02,No Clear Opportunity Cost
2023Q3,VCI,Vietcap Securities,Securities,52.17,Neutral,High Risk,11.04,12.7,SSI,SSI Securities,64.25,Neutral,High Risk,23.74,23.25,12.08,10.55,Moderate Opportunity Cost
2023Q3,VCI,Vietcap Securities,Securities,52.17,Neutral,High Risk,11.04,12.7,HCM,HSC Securities,51.67,Neutral,High Risk,8.35,8.58,-0.5,-4.12,No Clear Opportunity Cost
2023Q3,VHM,Vinhomes,Real Estate,38.5,Weak Signal,High Risk,-18.6,-17.26,KDH,Khang Dien House,43.83,Weak Signal,High Risk,7.4,6.01,5.33,23.27,Moderate Opportunity Cost
2023Q3,VHM,Vinhomes,Real Estate,38.5,Weak Signal,High Risk,-18.6,-17.26,VIC,Vingroup,37.83,Weak Signal,High Risk,-8.34,-8.16,-0.67,9.1,Moderate Opportunity Cost
2023Q3,VHM,Vinhomes,Real Estate,38.5,Weak Signal,High Risk,-18.6,-17.26,VRE,Vincom Retail,36.67,Weak Signal,High Risk,-3.34,-2.59,-1.83,14.67,Moderate Opportunity Cost
2023Q3,VIC,Vingroup,Real Estate,37.83,Weak Signal,High Risk,-8.34,-8.16,KDH,Khang Dien House,43.83,Weak Signal,High Risk,7.4,6.01,6.0,14.17,Moderate Opportunity Cost
2023Q3,VIC,Vingroup,Real Estate,37.83,Weak Signal,High Risk,-8.34,-8.16,VHM,Vinhomes,38.5,Weak Signal,High Risk,-18.6,-17.26,0.67,-9.1,Low Opportunity Cost
2023Q3,VIC,Vingroup,Real Estate,37.83,Weak Signal,High Risk,-8.34,-8.16,VRE,Vincom Retail,36.67,Weak Signal,High Risk,-3.34,-2.59,-1.16,5.57,Moderate Opportunity Cost
2023Q3,VNM,Vinamilk,Consumer,61.67,Neutral,Low Risk,8.45,7.99,MSN,Masan Group,41.25,Weak Signal,High Risk,1.19,1.46,-20.42,-6.53,No Clear Opportunity Cost
2023Q3,VNM,Vinamilk,Consumer,61.67,Neutral,Low Risk,8.45,7.99,SAB,Sabeco,33.17,Risk Alert,Medium Risk,-5.66,-5.6,-28.5,-13.59,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,0.25,-2.0,Low Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,-1.09,-4.05,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,-7.09,-6.46,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,-9.92,-5.97,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,-11.59,-7.49,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,-13.09,-5.3,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,-13.17,-10.21,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-17.0,-10.16,No Clear Opportunity Cost
2023Q3,VPB,VPBank,Banking,63.92,Neutral,Medium Risk,9.31,9.31,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-26.5,-6.99,No Clear Opportunity Cost
2023Q3,VRE,Vincom Retail,Real Estate,36.67,Weak Signal,High Risk,-3.34,-2.59,KDH,Khang Dien House,43.83,Weak Signal,High Risk,7.4,6.01,7.16,8.6,Moderate Opportunity Cost
2023Q3,VRE,Vincom Retail,Real Estate,36.67,Weak Signal,High Risk,-3.34,-2.59,VHM,Vinhomes,38.5,Weak Signal,High Risk,-18.6,-17.26,1.83,-14.67,Low Opportunity Cost
2023Q3,VRE,Vincom Retail,Real Estate,36.67,Weak Signal,High Risk,-3.34,-2.59,VIC,Vingroup,37.83,Weak Signal,High Risk,-8.34,-8.16,1.16,-5.57,Low Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,-1.92,-6.55,No Clear Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,-2.83,8.13,Moderate Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,-5.33,-7.34,No Clear Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,-8.0,7.04,Moderate Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,-15.33,-6.4,No Clear Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,-18.08,-12.83,No Clear Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-21.0,-14.71,No Clear Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-21.67,-14.92,No Clear Opportunity Cost
2023Q4,ACB,ACB,Banking,67.75,Positive Signal,Low Risk,9.14,10.64,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-24.75,-17.58,No Clear Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,8.0,-7.04,Low Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,6.08,-13.59,Low Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,5.17,1.09,Low Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,2.67,-14.38,Low Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,-7.33,-13.44,No Clear Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,-10.08,-19.87,No Clear Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-13.0,-21.75,No Clear Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-13.67,-21.96,No Clear Opportunity Cost
2023Q4,BID,BIDV,Banking,59.75,Neutral,Medium Risk,11.26,17.68,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-16.75,-24.62,No Clear Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,1.92,6.55,Moderate Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,-0.91,14.68,Moderate Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,-3.41,-0.79,No Clear Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,-6.08,13.59,Moderate Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,-13.41,0.15,No Clear Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,-16.16,-6.28,No Clear Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-19.08,-8.16,No Clear Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-19.75,-8.37,No Clear Opportunity Cost
2023Q4,CTG,VietinBank,Banking,65.83,Positive Signal,Low Risk,1.14,4.09,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-22.83,-11.03,No Clear Opportunity Cost
2023Q4,GAS,PV Gas,Energy,35.33,Weak Signal,Medium Risk,-15.45,-12.51,PLX,Petrolimex,31.42,Risk Alert,Medium Risk,-7.99,-4.15,-3.91,8.36,Moderate Opportunity Cost
2023Q4,HCM,HSC Securities,Securities,65.17,Positive Signal,High Risk,9.99,17.95,SSI,SSI Securities,64.5,Neutral,High Risk,2.2,8.64,-0.67,-9.31,No Clear Opportunity Cost
2023Q4,HCM,HSC Securities,Securities,65.17,Positive Signal,High Risk,9.99,17.95,VCI,Vietcap Securities,60.33,Neutral,High Risk,2.27,9.89,-4.84,-8.06,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,2.83,-8.13,Low Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,0.91,-14.68,Low Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,-2.5,-15.47,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,-5.17,-1.09,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,-12.5,-14.53,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,-15.25,-20.96,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-18.17,-22.84,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-18.84,-23.05,No Clear Opportunity Cost
2023Q4,HDB,HDBank,Banking,64.92,Neutral,Medium Risk,18.77,18.77,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-21.92,-25.71,No Clear Opportunity Cost
2023Q4,KDH,Khang Dien House,Real Estate,59.67,Neutral,Medium Risk,6.27,9.4,VIC,Vingroup,52.75,Neutral,Medium Risk,-4.9,0.22,-6.92,-9.18,No Clear Opportunity Cost
2023Q4,KDH,Khang Dien House,Real Estate,59.67,Neutral,Medium Risk,6.27,9.4,VHM,Vinhomes,52.17,Neutral,High Risk,-5.58,-1.93,-7.5,-11.33,No Clear Opportunity Cost
2023Q4,KDH,Khang Dien House,Real Estate,59.67,Neutral,Medium Risk,6.27,9.4,VRE,Vincom Retail,36.5,Weak Signal,High Risk,-13.23,-11.42,-23.17,-20.82,No Clear Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,5.33,7.34,Moderate Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,3.41,0.79,Low Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,2.5,15.47,Moderate Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,-2.67,14.38,Moderate Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,-10.0,0.94,No Clear Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,-12.75,-5.49,No Clear Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-15.67,-7.37,No Clear Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-16.34,-7.58,No Clear Opportunity Cost
2023Q4,MBB,Military Bank,Banking,62.42,Neutral,Low Risk,0.25,3.3,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-19.42,-10.24,No Clear Opportunity Cost
2023Q4,MSN,Masan Group,Consumer,43.25,Weak Signal,High Risk,-13.44,-9.46,VNM,Vinamilk,46.33,Weak Signal,Low Risk,-9.91,-7.97,3.08,1.49,Low Opportunity Cost
2023Q4,MSN,Masan Group,Consumer,43.25,Weak Signal,High Risk,-13.44,-9.46,SAB,Sabeco,26.33,Risk Alert,High Risk,-13.69,-10.38,-16.92,-0.92,No Clear Opportunity Cost
2023Q4,MWG,Mobile World,Retail,46.83,Weak Signal,High Risk,-17.53,-12.65,PNJ,Phu Nhuan Jewelry,62.42,Neutral,Low Risk,10.14,12.14,15.59,24.79,Moderate Opportunity Cost
2023Q4,PLX,Petrolimex,Energy,31.42,Risk Alert,Medium Risk,-7.99,-4.15,GAS,PV Gas,35.33,Weak Signal,Medium Risk,-15.45,-12.51,3.91,-8.36,Low Opportunity Cost
2023Q4,PNJ,Phu Nhuan Jewelry,Retail,62.42,Neutral,Low Risk,10.14,12.14,MWG,Mobile World,46.83,Weak Signal,High Risk,-17.53,-12.65,-15.59,-24.79,No Clear Opportunity Cost
2023Q4,SAB,Sabeco,Consumer,26.33,Risk Alert,High Risk,-13.69,-10.38,VNM,Vinamilk,46.33,Weak Signal,Low Risk,-9.91,-7.97,20.0,2.41,Moderate Opportunity Cost
2023Q4,SAB,Sabeco,Consumer,26.33,Risk Alert,High Risk,-13.69,-10.38,MSN,Masan Group,43.25,Weak Signal,High Risk,-13.44,-9.46,16.92,0.92,Moderate Opportunity Cost
2023Q4,SSI,SSI Securities,Securities,64.5,Neutral,High Risk,2.2,8.64,HCM,HSC Securities,65.17,Positive Signal,High Risk,9.99,17.95,0.67,9.31,Moderate Opportunity Cost
2023Q4,SSI,SSI Securities,Securities,64.5,Neutral,High Risk,2.2,8.64,VCI,Vietcap Securities,60.33,Neutral,High Risk,2.27,9.89,-4.17,1.25,No Clear Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,21.67,14.92,High Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,19.75,8.37,Moderate Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,18.84,23.05,Moderate Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,16.34,7.58,Moderate Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,13.67,21.96,Moderate Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,6.34,8.52,Moderate Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,TCB,Techcombank,49.67,Weak Signal,Medium Risk,-4.11,-2.19,3.59,2.09,Moderate Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,0.67,0.21,Low Opportunity Cost
2023Q4,STB,Sacombank,Banking,46.08,Weak Signal,Medium Risk,-9.4,-4.28,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-3.08,-2.66,No Clear Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,18.08,12.83,Moderate Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,16.16,6.28,Moderate Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,15.25,20.96,Moderate Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,12.75,5.49,Moderate Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,BID,BIDV,59.75,Neutral,Medium Risk,11.26,17.68,10.08,19.87,Moderate Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,TPB,TPBank,52.42,Neutral,Medium Risk,-0.56,4.24,2.75,6.43,Moderate Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,VPB,VPBank,46.75,Weak Signal,Medium Risk,-7.58,-4.07,-2.92,-1.88,No Clear Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,STB,Sacombank,46.08,Weak Signal,Medium Risk,-9.4,-4.28,-3.59,-2.09,No Clear Opportunity Cost
2023Q4,TCB,Techcombank,Banking,49.67,Weak Signal,Medium Risk,-4.11,-2.19,VCB,Vietcombank,43.0,Weak Signal,Low Risk,-7.16,-6.94,-6.67,-4.75,No Clear Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,ACB,ACB,67.75,Positive Signal,Low Risk,9.14,10.64,15.33,6.4,Moderate Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,CTG,VietinBank,65.83,Positive Signal,Low Risk,1.14,4.09,13.41,-0.15,Moderate Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,HDB,HDBank,64.92,Neutral,Medium Risk,18.77,18.77,12.5,14.53,Moderate Opportunity Cost
2023Q4,TPB,TPBank,Banking,52.42,Neutral,Medium Risk,-0.56,4.24,MBB,Military Bank,62.42,Neutral,Low Risk,0.25,3.3,10.0,-0.94,Low Opportunity Cost
