quarter,selected_ticker,selected_company,selected_sector,selected_score,selected_signal_class,selected_risk_level,selected_quarter_return,selected_return_3m,peer_ticker,peer_company,peer_score,peer_signal_class,peer_risk_level,peer_quarter_return,peer_return_3m,score_gap,return_gap,opportunity_cost_level
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,9.67,12.88,Moderate Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,3.0,11.71,Moderate Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,0.75,-6.77,Low Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,-4.25,11.45,Moderate Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,-8.66,3.09,Moderate Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,-8.91,15.03,Moderate Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-11.41,6.15,Moderate Opportunity Cost
2023Q2,CTG,VietinBank,Banking,62.33,Neutral,Medium Risk,-1.47,1.74,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-23.41,-7.92,No Clear Opportunity Cost
2023Q2,GAS,PV Gas,Energy,37.5,Weak Signal,Medium Risk,-9.26,-9.17,PLX,Petrolimex,49.0,Weak Signal,Medium Risk,-0.41,1.21,11.5,10.38,Moderate Opportunity Cost
2023Q2,HCM,HSC Securities,Securities,57.83,Neutral,High Risk,9.81,16.08,SSI,SSI Securities,65.5,Positive Signal,High Risk,21.87,27.97,7.67,11.89,Moderate Opportunity Cost
2023Q2,HCM,HSC Securities,Securities,57.83,Neutral,High Risk,9.81,16.08,VCI,Vietcap Securities,62.17,Neutral,High Risk,13.83,15.73,4.34,-0.35,Low Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,18.33,2.41,Moderate Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,18.33,9.79,Moderate Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,11.66,8.62,Moderate Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,9.41,-9.86,Low Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,8.66,-3.09,Low Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,4.41,8.36,Moderate Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,-0.25,11.94,Moderate Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-2.75,3.06,Moderate Opportunity Cost
2023Q2,HDB,HDBank,Banking,53.67,Neutral,Medium Risk,1.32,4.83,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-14.75,-11.01,No Clear Opportunity Cost
2023Q2,KDH,Khang Dien House,Real Estate,58.83,Neutral,High Risk,5.13,14.05,VHM,Vinhomes,59.25,Neutral,High Risk,4.56,10.98,0.42,-3.07,Low Opportunity Cost
2023Q2,KDH,Khang Dien House,Real Estate,58.83,Neutral,High Risk,5.13,14.05,VRE,Vincom Retail,50.17,Neutral,Medium Risk,-9.48,-10.39,-8.66,-24.44,No Clear Opportunity Cost
2023Q2,KDH,Khang Dien House,Real Estate,58.83,Neutral,High Risk,5.13,14.05,VIC,Vingroup,33.5,Risk Alert,High Risk,-12.07,-5.03,-25.33,-19.08,No Clear Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,6.67,-6.21,Low Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,6.67,1.17,Low Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,-2.25,-18.48,No Clear Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,-3.0,-11.71,No Clear Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,-7.25,-0.26,No Clear Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,-11.66,-8.62,No Clear Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,-11.91,3.32,Moderate Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-14.41,-5.56,No Clear Opportunity Cost
2023Q2,MBB,Military Bank,Banking,65.33,Positive Signal,Medium Risk,10.76,13.45,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-26.41,-19.63,No Clear Opportunity Cost
2023Q2,MSN,Masan Group,Consumer,44.58,Weak Signal,High Risk,-2.08,-5.05,VNM,Vinamilk,53.5,Neutral,Medium Risk,-4.57,-5.33,8.92,-0.28,Low Opportunity Cost
2023Q2,MSN,Masan Group,Consumer,44.58,Weak Signal,High Risk,-2.08,-5.05,SAB,Sabeco,29.17,Risk Alert,Medium Risk,-14.34,-16.19,-15.41,-11.14,No Clear Opportunity Cost
2023Q2,MWG,Mobile World,Retail,59.42,Neutral,High Risk,11.04,12.2,PNJ,Phu Nhuan Jewelry,45.33,Weak Signal,Medium Risk,-1.51,-2.65,-14.09,-14.85,No Clear Opportunity Cost
2023Q2,PLX,Petrolimex,Energy,49.0,Weak Signal,Medium Risk,-0.41,1.21,GAS,PV Gas,37.5,Weak Signal,Medium Risk,-9.26,-9.17,-11.5,-10.38,No Clear Opportunity Cost
2023Q2,PNJ,Phu Nhuan Jewelry,Retail,45.33,Weak Signal,Medium Risk,-1.51,-2.65,MWG,Mobile World,59.42,Neutral,High Risk,11.04,12.2,14.09,14.85,Moderate Opportunity Cost
2023Q2,SAB,Sabeco,Consumer,29.17,Risk Alert,Medium Risk,-14.34,-16.19,VNM,Vinamilk,53.5,Neutral,Medium Risk,-4.57,-5.33,24.33,10.86,High Opportunity Cost
2023Q2,SAB,Sabeco,Consumer,29.17,Risk Alert,Medium Risk,-14.34,-16.19,MSN,Masan Group,44.58,Weak Signal,High Risk,-2.08,-5.05,15.41,11.14,Moderate Opportunity Cost
2023Q2,SSI,SSI Securities,Securities,65.5,Positive Signal,High Risk,21.87,27.97,VCI,Vietcap Securities,62.17,Neutral,High Risk,13.83,15.73,-3.33,-12.24,No Clear Opportunity Cost
2023Q2,SSI,SSI Securities,Securities,65.5,Positive Signal,High Risk,21.87,27.97,HCM,HSC Securities,57.83,Neutral,High Risk,9.81,16.08,-7.67,-11.89,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,0.0,-7.38,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,-6.67,-1.17,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,-8.92,-19.65,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,-9.67,-12.88,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,-13.92,-1.43,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,-18.33,-9.79,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,-18.58,2.15,Moderate Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-21.08,-6.73,No Clear Opportunity Cost
2023Q2,STB,Sacombank,Banking,72.0,Positive Signal,High Risk,11.4,14.62,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-33.08,-20.8,No Clear Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,18.58,-9.53,Moderate Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,18.58,-2.15,Moderate Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,11.91,-3.32,Moderate Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,9.66,-21.8,Low Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,8.91,-15.03,Low Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,4.66,-3.58,Low Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,0.25,-11.94,Low Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-2.5,-8.88,No Clear Opportunity Cost
2023Q2,TCB,Techcombank,Banking,53.42,Neutral,High Risk,10.4,16.77,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-14.5,-22.95,No Clear Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,13.92,-5.95,Moderate Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,13.92,1.43,Moderate Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,7.25,0.26,Low Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,5.0,-18.22,Low Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,4.25,-11.45,Low Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,-4.41,-8.36,No Clear Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,-4.66,3.58,Moderate Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-7.16,-5.3,No Clear Opportunity Cost
2023Q2,TPB,TPBank,Banking,58.08,Neutral,Medium Risk,10.2,13.19,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-19.16,-19.37,No Clear Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,21.08,-0.65,Moderate Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,21.08,6.73,High Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,14.41,5.56,Moderate Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,VPB,VPBank,63.08,Neutral,Medium Risk,-6.38,-5.03,12.16,-12.92,Moderate Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,11.41,-6.15,Moderate Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,7.16,5.3,Moderate Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,2.75,-3.06,Low Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,2.5,8.88,Moderate Opportunity Cost
2023Q2,VCB,Vietcombank,Banking,50.92,Neutral,Medium Risk,7.76,7.89,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-12.0,-14.07,No Clear Opportunity Cost
2023Q2,VCI,Vietcap Securities,Securities,62.17,Neutral,High Risk,13.83,15.73,SSI,SSI Securities,65.5,Positive Signal,High Risk,21.87,27.97,3.33,12.24,Moderate Opportunity Cost
2023Q2,VCI,Vietcap Securities,Securities,62.17,Neutral,High Risk,13.83,15.73,HCM,HSC Securities,57.83,Neutral,High Risk,9.81,16.08,-4.34,0.35,No Clear Opportunity Cost
2023Q2,VHM,Vinhomes,Real Estate,59.25,Neutral,High Risk,4.56,10.98,KDH,Khang Dien House,58.83,Neutral,High Risk,5.13,14.05,-0.42,3.07,Moderate Opportunity Cost
2023Q2,VHM,Vinhomes,Real Estate,59.25,Neutral,High Risk,4.56,10.98,VRE,Vincom Retail,50.17,Neutral,Medium Risk,-9.48,-10.39,-9.08,-21.37,No Clear Opportunity Cost
2023Q2,VHM,Vinhomes,Real Estate,59.25,Neutral,High Risk,4.56,10.98,VIC,Vingroup,33.5,Risk Alert,High Risk,-12.07,-5.03,-25.75,-16.01,No Clear Opportunity Cost
2023Q2,VIC,Vingroup,Real Estate,33.5,Risk Alert,High Risk,-12.07,-5.03,VHM,Vinhomes,59.25,Neutral,High Risk,4.56,10.98,25.75,16.01,High Opportunity Cost
2023Q2,VIC,Vingroup,Real Estate,33.5,Risk Alert,High Risk,-12.07,-5.03,KDH,Khang Dien House,58.83,Neutral,High Risk,5.13,14.05,25.33,19.08,High Opportunity Cost
2023Q2,VIC,Vingroup,Real Estate,33.5,Risk Alert,High Risk,-12.07,-5.03,VRE,Vincom Retail,50.17,Neutral,Medium Risk,-9.48,-10.39,16.67,-5.36,Moderate Opportunity Cost
2023Q2,VNM,Vinamilk,Consumer,53.5,Neutral,Medium Risk,-4.57,-5.33,MSN,Masan Group,44.58,Weak Signal,High Risk,-2.08,-5.05,-8.92,0.28,No Clear Opportunity Cost
2023Q2,VNM,Vinamilk,Consumer,53.5,Neutral,Medium Risk,-4.57,-5.33,SAB,Sabeco,29.17,Risk Alert,Medium Risk,-14.34,-16.19,-24.33,-10.86,No Clear Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,ACB,ACB,72.0,Positive Signal,Low Risk,4.55,7.24,8.92,12.27,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,STB,Sacombank,72.0,Positive Signal,High Risk,11.4,14.62,8.92,19.65,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,MBB,Military Bank,65.33,Positive Signal,Medium Risk,10.76,13.45,2.25,18.48,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,CTG,VietinBank,62.33,Neutral,Medium Risk,-1.47,1.74,-0.75,6.77,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,TPB,TPBank,58.08,Neutral,Medium Risk,10.2,13.19,-5.0,18.22,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,HDB,HDBank,53.67,Neutral,Medium Risk,1.32,4.83,-9.41,9.86,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,TCB,Techcombank,53.42,Neutral,High Risk,10.4,16.77,-9.66,21.8,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,VCB,Vietcombank,50.92,Neutral,Medium Risk,7.76,7.89,-12.16,12.92,Moderate Opportunity Cost
2023Q2,VPB,VPBank,Banking,63.08,Neutral,Medium Risk,-6.38,-5.03,BID,BIDV,38.92,Weak Signal,Medium Risk,-5.56,-6.18,-24.16,-1.15,No Clear Opportunity Cost
2023Q2,VRE,Vincom Retail,Real Estate,50.17,Neutral,Medium Risk,-9.48,-10.39,VHM,Vinhomes,59.25,Neutral,High Risk,4.56,10.98,9.08,21.37,Moderate Opportunity Cost
2023Q2,VRE,Vincom Retail,Real Estate,50.17,Neutral,Medium Risk,-9.48,-10.39,KDH,Khang Dien House,58.83,Neutral,High Risk,5.13,14.05,8.66,24.44,Moderate Opportunity Cost
2023Q2,VRE,Vincom Retail,Real Estate,50.17,Neutral,Medium Risk,-9.48,-10.39,VIC,Vingroup,33.5,Risk Alert,High Risk,-12.07,-5.03,-16.67,5.36,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,13.42,8.21,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,13.17,10.21,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,12.08,6.16,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,6.08,3.75,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,3.25,4.24,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,1.58,2.72,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,0.08,4.91,Moderate Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-3.83,0.05,No Clear Opportunity Cost
2023Q3,ACB,ACB,Banking,50.75,Neutral,Low Risk,-0.9,-0.9,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-13.33,3.22,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,26.75,4.99,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,26.5,6.99,High Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,25.41,2.94,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,19.41,0.53,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,16.58,1.02,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,14.91,-0.5,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,13.41,1.69,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,13.33,-3.22,Moderate Opportunity Cost
2023Q3,BID,BIDV,Banking,37.42,Weak Signal,Medium Risk,-0.31,2.32,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,9.5,-3.17,Low Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,HDB,HDBank,64.17,Neutral,Low Risk,8.18,7.31,11.84,5.49,Moderate Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,11.59,7.49,Moderate Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,10.5,3.44,Moderate Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,4.5,1.03,Low Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,1.67,1.52,Low Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,-1.5,2.19,Moderate Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,-1.58,-2.72,No Clear Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-5.41,-2.67,No Clear Opportunity Cost
2023Q3,CTG,VietinBank,Banking,52.33,Neutral,Medium Risk,2.73,1.82,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-14.91,0.5,No Clear Opportunity Cost
2023Q3,GAS,PV Gas,Energy,65.5,Positive Signal,Low Risk,19.98,21.26,PLX,Petrolimex,47.5,Weak Signal,Medium Risk,1.36,2.17,-18.0,-19.09,No Clear Opportunity Cost
2023Q3,HCM,HSC Securities,Securities,51.67,Neutral,High Risk,8.35,8.58,SSI,SSI Securities,64.25,Neutral,High Risk,23.74,23.25,12.58,14.67,Moderate Opportunity Cost
2023Q3,HCM,HSC Securities,Securities,51.67,Neutral,High Risk,8.35,8.58,VCI,Vietcap Securities,52.17,Neutral,High Risk,11.04,12.7,0.5,4.12,Moderate Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,VPB,VPBank,63.92,Neutral,Medium Risk,9.31,9.31,-0.25,2.0,Moderate Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,MBB,Military Bank,62.83,Neutral,Low Risk,5.26,5.26,-1.34,-2.05,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,STB,Sacombank,56.83,Neutral,High Risk,3.2,2.85,-7.34,-4.46,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,VCB,Vietcombank,54.0,Neutral,Low Risk,3.34,3.34,-10.17,-3.97,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,CTG,VietinBank,52.33,Neutral,Medium Risk,2.73,1.82,-11.84,-5.49,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,TCB,Techcombank,50.83,Neutral,Medium Risk,5.13,4.01,-13.34,-3.3,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,ACB,ACB,50.75,Neutral,Low Risk,-0.9,-0.9,-13.42,-8.21,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,TPB,TPBank,46.92,Weak Signal,Medium Risk,-1.68,-0.85,-17.25,-8.16,No Clear Opportunity Cost
2023Q3,HDB,HDBank,Banking,64.17,Neutral,Low Risk,8.18,7.31,BID,BIDV,37.42,Weak Signal,Medium Risk,-0.31,2.32,-26.75,-4.99,No Clear Opportunity Cost
